,X,Y,X_dms,Y-dms,primaryind,nummer,brunnenart,historisch,wasserart_,bezeichnun,qid
386,8.541991111,47.38831485,"E8°32'31.16","N47°23'17.93",387,583,Brunnen in städtischer Liegenschaft,1925,Verteilnetz,Schulhaus Röslistrasse   Turnhalle,
387,8.541149572,47.38710683,"E8°32'28.13","N47°23'13.58",388,274,öffentlicher Brunnen,1910,Quellwasser,,Q27229892
388,8.538868032,47.38942595,"E8°32'19.92","N47°23'21.93",389,1083,öffentlicher Brunnen,1983,Verteilnetz,Purtschert-Brunnen,Q27230011
389,8.540096428,47.38929152,"E8°32'24.34","N47°23'21.44",390,300,öffentlicher Brunnen,1945,Quellwasser,Haupteingang Schulhaus,
390,8.539984035,47.38910287,"E8°32'23.94","N47°23'20.77",391,589,Brunnen in städtischer Liegenschaft,1945,Verteilnetz,Schulhaus Weinbergstrasse,
391,8.54621436,47.39142083,"E8°32'46.37","N47°23'29.11",392,281,öffentlicher Brunnen,1925,Verteilnetz,,Q27229861
392,8.567044842,47.39069673,"E8°34'1.361","N47°23'26.50",393,725,Brunnen des Verschönerungsvereins,,Quellwasser,,
393,8.563452227,47.39263313,"E8°33'48.42","N47°23'33.47",394,726,Brunnen des Verschönerungsvereins,,Quellwasser,Bannholzstrasse/Waldhüslistrasse,
394,8.553640471,47.3877767,"E8°33'13.10","N47°23'15.99",395,278,öffentlicher Brunnen,1915,Verteilnetz,,Q27229907
395,8.551479563,47.38653756,"E8°33'5.326","N47°23'11.53",396,295,öffentlicher Brunnen,1934,Verteilnetz,,Q27230126
396,8.551279311,47.38735829,"E8°33'4.605","N47°23'14.48",397,1072,privater Brunnen,1981,Verteilnetz,,
397,8.551184216,47.39292663,"E8°33'4.263","N47°23'34.53",398,818,Brunnen mit eigener Versorgung,,Quellwasser,,
398,8.546492465,47.38684546,"E8°32'47.37","N47°23'12.64",399,286,öffentlicher Brunnen,1929,Verteilnetz,Spielplatzanlage,Q27229900
399,8.544026674,47.38766617,"E8°32'38.49","N47°23'15.59",400,292,öffentlicher Brunnen,1933,Verteilnetz,,Q27230183
400,8.543456466,47.38900041,"E8°32'36.44","N47°23'20.40",401,584,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Riedtlistrasse,
401,8.544455969,47.38886257,"E8°32'40.04","N47°23'19.90",402,279,öffentlicher Brunnen,1919,Quellwasser,,Q27230080
402,8.545584786,47.38807778,"E8°32'44.10","N47°23'17.08",403,276,öffentlicher Brunnen,1912,Quellwasser,,
403,8.547066012,47.37932539,"E8°32'49.43","N47°22'45.57",404,299,öffentlicher Brunnen,1943,Quellwasser,,
404,8.548298062,47.38008137,"E8°32'53.87","N47°22'48.29",405,297,öffentlicher Brunnen,1905,Quellwasser,,
405,8.548096722,47.38360373,"E8°32'53.14","N47°23'0.973",406,263,öffentlicher Brunnen,1903,Quellwasser,,
406,8.548601757,47.38455036,"E8°32'54.96","N47°23'4.381",407,272,öffentlicher Brunnen,1907,Quellwasser,,
407,8.542338343,47.38380356,"E8°32'32.41","N47°23'1.692",408,283,öffentlicher Brunnen,1927,Quellwasser,,
408,8.541009547,47.38570151,"E8°32'27.63","N47°23'8.525",409,271,öffentlicher Brunnen,1906,Quellwasser,,
409,8.539653348,47.38586684,"E8°32'22.75","N47°23'9.120",410,267,öffentlicher Brunnen,1903,Quellwasser,,
410,8.555088918,47.37979828,"E8°33'18.32","N47°22'47.27",411,330,öffentlicher Brunnen,1907,Quellwasser,,
411,8.57428639,47.38408912,"E8°34'27.43","N47°23'2.720",412,352,öffentlicher Brunnen,1935,Verteilnetz,Zoo-Eingang,
412,8.571533547,47.38174541,"E8°34'17.52","N47°22'54.28",413,344,öffentlicher Brunnen,1929,Verteilnetz,,Q27229826
413,8.559911954,47.37945548,"E8°33'35.68","N47°22'46.03",414,341,öffentlicher Brunnen,1914,Verteilnetz,,Q27229841
414,8.53966723,47.38024111,"E8°32'22.80","N47°22'48.86",415,70,öffentlicher Brunnen,1955,Verteilnetz,beim Pavillon,
415,8.538920312,47.3822029,"E8°32'20.11","N47°22'55.93",416,71,öffentlicher Brunnen,1955,Verteilnetz,Platzspitz-Brunnen,Q27229971
416,8.541915121,47.38214644,"E8°32'30.89","N47°22'55.72",417,293,öffentlicher Brunnen,1933,Quellwasser,Pilgerbrunnen,Q27229689
417,8.570121665,47.38358828,"E8°34'12.43","N47°23'0.917",418,706,Brunnen des Verschönerungsvereins,1950,Quellwasser,oberhalb Friedhof Fluntern,
418,8.543682501,47.38304513,"E8°32'37.25","N47°22'58.96",419,273,öffentlicher Brunnen,1910,Quellwasser,Manneken-Pis,Q27229904
419,8.545100997,47.38339278,"E8°32'42.36","N47°23'0.214",420,1131,öffentlicher Brunnen,1988,Verteilnetz,,
420,8.544764387,47.3822117,"E8°32'41.15","N47°22'55.96",421,265,öffentlicher Brunnen,1903,Quellwasser,,
421,8.545611104,47.38102147,"E8°32'44.19","N47°22'51.67",422,264,öffentlicher Brunnen,1903,Quellwasser,,
422,8.546201424,47.37912648,"E8°32'46.32","N47°22'44.85",423,268,öffentlicher Brunnen,1904,Verteilnetz,,
423,8.544671881,47.37916468,"E8°32'40.81","N47°22'44.99",424,296,öffentlicher Brunnen,1934,Quellwasser,,Q27229917
424,8.542881271,47.38000416,"E8°32'34.37","N47°22'48.01",425,60,öffentlicher Brunnen,1938,Verteilnetz,,Q27229959
425,8.554983427,47.3766302,"E8°33'17.94","N47°22'35.86",426,325,öffentlicher Brunnen,1905,Quellwasser,,
426,8.557021805,47.37719133,"E8°33'25.27","N47°22'37.88",427,347,öffentlicher Brunnen,1933,Quellwasser,bei Kirche Fluntern,
427,8.555828081,47.37850161,"E8°33'20.98","N47°22'42.60",428,316,öffentlicher Brunnen,1903,Quellwasser,,
428,8.548645641,47.37533136,"E8°32'55.12","N47°22'31.19",429,1097,privater Brunnen,1984,Verteilnetz,,
429,8.550603168,47.37773531,"E8°33'2.171","N47°22'39.84",430,1088,öffentlicher Brunnen,1984,Verteilnetz,Sternwarte,
430,8.548163716,47.37720133,"E8°32'53.38","N47°22'37.92",431,737,privater Brunnen,1920,Quellwasser,,
431,8.542179595,47.37716456,"E8°32'31.84","N47°22'37.79",432,68,öffentlicher Brunnen,1987,Verteilnetz,Berliner-Brunnen,Q27229783
432,8.541591852,47.37618799,"E8°32'29.73","N47°22'34.27",433,48,öffentlicher Brunnen,1913,Verteilnetz,bei Du Pont,
433,8.54153483,47.37879704,"E8°32'29.52","N47°22'43.66",434,36,öffentlicher Brunnen,1933,Verteilnetz,bei der Platzpromenade,
434,8.551904881,47.37854858,"E8°33'6.857","N47°22'42.77",435,333,öffentlicher Brunnen,1907,Verteilnetz,,
435,8.550910337,47.38139887,"E8°33'3.277","N47°22'53.03",436,6074,Notwasserbrunnen,1994,Quellwasser,,
436,8.552022939,47.38224108,"E8°33'7.282","N47°22'56.06",437,294,öffentlicher Brunnen,1934,Verteilnetz,,Q27229858
437,8.598216554,47.3734824,"E8°35'53.57","N47°22'24.53",438,711,Brunnen des Verschönerungsvereins,1996,Quellwasser,Herrenbrünneli,
438,8.561509071,47.37364908,"E8°33'41.43","N47°22'25.13",439,320,öffentlicher Brunnen,1944,Quellwasser,,
439,8.56355461,47.37259403,"E8°33'48.79","N47°22'21.33",440,348,öffentlicher Brunnen,1933,Quellwasser,Doldertal,Q27230055
440,8.566235045,47.37249627,"E8°33'58.44","N47°22'20.98",441,332,öffentlicher Brunnen,1907,Quellwasser,,
441,8.552841174,47.37646616,"E8°33'10.22","N47°22'35.27",442,931,privater Brunnen,,Verteilnetz,Dermatologie-Gebäude,
442,8.575653418,47.37865592,"E8°34'32.35","N47°22'43.16",443,335,öffentlicher Brunnen,1909,Verteilnetz,,
443,8.55327292,47.37346076,"E8°33'11.78","N47°22'24.45",444,328,öffentlicher Brunnen,1906,Quellwasser,im Oberhof,Q27230201
444,8.551209065,47.37371096,"E8°33'4.352","N47°22'25.35",445,918.2,privater Brunnen,,Verteilnetz,Kantonsschul-Turnhalle,
445,8.550955552,47.37191388,"E8°33'3.439","N47°22'18.88",446,1148,privater Brunnen,1990,Verteilnetz,,
446,8.552030291,47.37468293,"E8°33'7.309","N47°22'28.85",447,355,öffentlicher Brunnen,1938,Quellwasser,,Q27230198
447,8.569838087,47.37275021,"E8°34'11.41","N47°22'21.90",448,336,öffentlicher Brunnen,1910,Verteilnetz,,Q27229840
448,8.54824306,47.37318416,"E8°32'53.67","N47°22'23.46",449,784.1,privater Brunnen,1777,Verteilnetz,Rechberg,
449,8.548185782,47.3751074,"E8°32'53.46","N47°22'30.38",450,1157,privater Brunnen,1991,Quellwasser,innerhalb Universität,
450,8.559619275,47.37575489,"E8°33'34.62","N47°22'32.71",451,305,öffentlicher Brunnen,1852,Quellwasser,Gsellenbrunnen,
451,8.559566178,47.3770654,"E8°33'34.43","N47°22'37.43",452,351,öffentlicher Brunnen,1935,Quellwasser,,Q27229950
452,8.559651444,47.37653138,"E8°33'34.74","N47°22'35.51",453,970,öffentlicher Brunnen,1975,Verteilnetz,Tramhaltestelle,
453,8.544041492,47.37641552,"E8°32'38.54","N47°22'35.09",454,67,öffentlicher Brunnen,1951,Quellwasser,beim Central,
454,8.543980798,47.37491409,"E8°32'38.33","N47°22'29.69",455,64,öffentlicher Brunnen,1945,Quellwasser,,Q27230207
455,8.544240402,47.37600364,"E8°32'39.26","N47°22'33.61",456,32,öffentlicher Brunnen,1876,Quellwasser,Storchenbrunnen (ehemals),
456,8.538928745,47.37533768,"E8°32'20.14","N47°22'31.21",457,1019,öffentlicher Brunnen,1978,Verteilnetz,Pariserbrunnen,
457,8.539672903,47.37470339,"E8°32'22.82","N47°22'28.93",458,1023,öffentlicher Brunnen,1979,Verteilnetz,,
458,8.544053766,47.3738225,"E8°32'38.59","N47°22'25.76",459,28,öffentlicher Brunnen,1870,Quellwasser,,
459,8.54767511,47.37435354,"E8°32'51.63","N47°22'27.67",460,954,öffentlicher Brunnen,1973,Quellwasser,,
460,8.547535443,47.37458941,"E8°32'51.12","N47°22'28.52",461,785,privater Brunnen,,Quellwasser,Im Hofe,
461,8.540267824,47.3730332,"E8°32'24.96","N47°22'22.91",462,6023,Notwasserbrunnen,1979,Quellwasser,,
462,8.544893429,47.37300749,"E8°32'41.61","N47°22'22.82",463,30,öffentlicher Brunnen,1871,Quellwasser,,
463,8.5439268,47.37319138,"E8°32'38.13","N47°22'23.48",464,62,öffentlicher Brunnen,1941,Quellwasser,Hirschenplatz,
464,8.54527431,47.37362117,"E8°32'42.98","N47°22'25.03",465,11,öffentlicher Brunnen,1538,Quellwasser,Froschschauerbrunnen,Q27230047
465,8.541701058,47.3732259,"E8°32'30.12","N47°22'23.61",466,34,öffentlicher Brunnen,1876,Quellwasser,hintere Schipfe,
466,8.543300787,47.37288821,"E8°32'35.88","N47°22'22.39",467,72,öffentlicher Brunnen,1967,Quellwasser,,Q27229775
467,8.541659682,47.37216391,"E8°32'29.97","N47°22'19.79",468,33,öffentlicher Brunnen,1876,Quellwasser,,
468,8.541244472,47.37223155,"E8°32'28.48","N47°22'20.03",469,69,öffentlicher Brunnen,1954,Quellwasser,Schipfe,Q27230150
469,8.546973009,47.37292806,"E8°32'49.10","N47°22'22.54",470,19,öffentlicher Brunnen,1836,Quellwasser,,
470,8.547955885,47.37305157,"E8°32'52.64","N47°22'22.98",471,784.2,privater Brunnen,1777,Quellwasser,Rechberg,
471,8.546325327,47.37197157,"E8°32'46.77","N47°22'19.09",472,741,Brunnen in städtischer Liegenschaft,,Quellwasser,hinter Obergericht,
472,8.539500631,47.37204609,"E8°32'22.20","N47°22'19.36",473,10,öffentlicher Brunnen,1537,Quellwasser,Augustinerkirche,Q27230038
473,8.540569805,47.37169881,"E8°32'26.05","N47°22'18.11",474,5,öffentlicher Brunnen,1806,Quellwasser,,Q27230001
474,8.540321169,47.37233145,"E8°32'25.15","N47°22'20.39",475,1,öffentlicher Brunnen,1430,Quellwasser,Amazonenbrunnen,Q27230037
475,8.545122113,47.37214397,"E8°32'42.43","N47°22'19.71",476,16,öffentlicher Brunnen,1725,Quellwasser,,Q27230178
476,8.545684821,47.37244073,"E8°32'44.46","N47°22'20.78",477,6,öffentlicher Brunnen,1427,Quellwasser,Jupiterbrunnen,Q27230021
477,8.543758015,47.37250372,"E8°32'37.52","N47°22'21.01",478,9,öffentlicher Brunnen,1421,Quellwasser,Stüssibrunnen,
478,8.544479765,47.37170099,"E8°32'40.12","N47°22'18.12",479,8,öffentlicher Brunnen,1567,Quellwasser,Napfplatz,Q27229901
479,8.567707834,47.38248556,"E8°34'3.748","N47°22'56.94",480,314,öffentlicher Brunnen,1900,Quellwasser,,
480,8.524602223,47.32815695,"E8°31'28.56","N47°19'41.36",481,1168,Brunnen des Verschönerungsvereins,1994,Quellwasser,bei Gebäude Forstamt,
481,8.558317633,47.35927472,"E8°33'29.94","N47°21'33.38",482,366,öffentlicher Brunnen,1991,Verteilnetz,,
482,8.531991645,47.35895344,"E8°31'55.16","N47°21'32.23",483,97,öffentlicher Brunnen,1923,Quellwasser,,Q27230045
483,8.517149901,47.36127378,"E8°31'1.739","N47°21'40.58",484,201,öffentlicher Brunnen,1934,Verteilnetz,,
484,8.531052747,47.35749993,"E8°31'51.78","N47°21'26.99",485,1177,Brunnen in städtischer Liegenschaft,1888,Verteilnetz,Rieterpark,
485,8.532414315,47.36080584,"E8°31'56.69","N47°21'38.90",486,530,Brunnen in städtischer Liegenschaft,,Quellwasser,Schulhaus Lavater,
486,8.531367117,47.36060953,"E8°31'52.92","N47°21'38.19",487,134,öffentlicher Brunnen,1928,Verteilnetz,Schulhausstrasse,
487,8.531023645,47.35989096,"E8°31'51.68","N47°21'35.60",488,532,Brunnen in städtischer Liegenschaft,,Verteilnetz,Kindergarten,
488,8.497657489,47.35850773,"E8°29'51.56","N47°21'30.62",489,169,öffentlicher Brunnen,1841,Quellwasser,,
489,8.560942843,47.36042877,"E8°33'39.39","N47°21'37.54",490,393,öffentlicher Brunnen,1905,Quellwasser,,
490,8.595503576,47.35706381,"E8°35'43.81","N47°21'25.42",491,310,öffentlicher Brunnen,1891,Quellwasser,,
491,8.574512705,47.35498782,"E8°34'28.24","N47°21'17.95",492,6042,Notwasserbrunnen,1982,Quellwasser,,
492,8.574723636,47.3566502,"E8°34'29.00","N47°21'23.94",493,1007,öffentlicher Brunnen,1977,Quellwasser,oberhalb Burgwies,
493,8.547532708,47.36161218,"E8°32'51.11","N47°21'41.80",494,404,öffentlicher Brunnen,1901,Quellwasser,Utoquai-Badanstalt,Q27229884
494,8.576297367,47.35345599,"E8°34'34.67","N47°21'12.44",495,385,öffentlicher Brunnen,1896,Quellwasser,,
495,8.540912334,47.37723342,"E8°32'27.28","N47°22'38.04",496,29,öffentlicher Brunnen,1871,Verteilnetz,Hauptbahnhof (Südostseite),
496,8.580375121,47.35715028,"E8°34'49.35","N47°21'25.74",497,823,öffentlicher Brunnen,1978,Verteilnetz,,
497,8.504058741,47.35564924,"E8°30'14.61","N47°21'20.33",498,952,öffentlicher Brunnen,1974,Verteilnetz,Friedhofeingang,
498,8.526337446,47.36170795,"E8°31'34.81","N47°21'42.14",499,102,öffentlicher Brunnen,1887,Quellwasser,,Q27229671
499,8.58339172,47.35083154,"E8°35'0.210","N47°21'2.993",500,403,öffentlicher Brunnen,1931,Verteilnetz,Tramhaltestelle Rehalp,
500,8.583014664,47.35293654,"E8°34'58.85","N47°21'10.57",501,710,Brunnen des Verschönerungsvereins,1905,Quellwasser,unterhalb Schützenhaus,
501,8.526155846,47.36411162,"E8°31'34.16","N47°21'50.80",502,160,öffentlicher Brunnen,1954,Quellwasser,Eingang Brauerei Hürlimann,Q27229977
502,8.580106263,47.35113945,"E8°34'48.38","N47°21'4.102",503,399,öffentlicher Brunnen,1911,Quellwasser,,
503,8.561478432,47.35638206,"E8°33'41.32","N47°21'22.97",504,611,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Kartausstrasse,
504,8.557166505,47.35246505,"E8°33'25.79","N47°21'8.874",505,699.3,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Strandbad Tiefenbrunnen,
505,8.556332482,47.35288263,"E8°33'22.79","N47°21'10.37",506,699.2,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Strandbad Tiefenbrunnen,
506,8.555766005,47.35246214,"E8°33'20.75","N47°21'8.863",507,699.4,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Strandbad Tiefenbrunnen,
507,8.554821979,47.35318718,"E8°33'17.35","N47°21'11.47",508,699.1,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Strandbad Tiefenbrunnen,
508,8.561317788,47.35522552,"E8°33'40.74","N47°21'18.81",509,411,öffentlicher Brunnen,1954,Quellwasser,,
509,8.554659028,47.35496516,"E8°33'16.77","N47°21'17.87",510,394,öffentlicher Brunnen,1905,Quellwasser,,
510,8.507122463,47.35225908,"E8°30'25.64","N47°21'8.132",511,195,öffentlicher Brunnen,1929,Verteilnetz,oberhalb Schützenhaus,
511,8.558343493,47.35460602,"E8°33'30.03","N47°21'16.58",512,397,öffentlicher Brunnen,1910,Quellwasser,,
512,8.510295119,47.35273168,"E8°30'37.06","N47°21'9.834",513,176,öffentlicher Brunnen,1949,Verteilnetz,Schützenhaus Albisgütli,
513,8.547514727,47.35887253,"E8°32'51.05","N47°21'31.94",514,407,öffentlicher Brunnen,1939,Quellwasser,,Q27230169
514,8.549807405,47.35891655,"E8°32'59.30","N47°21'32.09",515,369,öffentlicher Brunnen,1869,Quellwasser,,
515,8.554364717,47.35606404,"E8°33'15.71","N47°21'21.83",516,619,Brunnen in städtischer Liegenschaft,,Verteilnetz,Spielwiese,
516,8.550005471,47.35766032,"E8°33'0.019","N47°21'27.57",517,1182,privater Brunnen,1995,Verteilnetz,Elektrowattgebäude,
517,8.55400951,47.35400817,"E8°33'14.43","N47°21'14.42",518,6038,Notwasserbrunnen,1981,Quellwasser,,
518,8.53222106,47.36355338,"E8°31'55.99","N47°21'48.79",519,1027,öffentlicher Brunnen,1980,Quellwasser,Venedigbrunnen,Q27230005
519,8.536725345,47.36969024,"E8°32'12.21","N47°22'10.88",520,93,öffentlicher Brunnen,1974,Verteilnetz,,
520,8.530894895,47.36248047,"E8°31'51.22","N47°21'44.92",521,131,öffentlicher Brunnen,1926,Verteilnetz,,
521,8.551862053,47.35319281,"E8°33'6.703","N47°21'11.49",522,1130,öffentlicher Brunnen,1988,Quellwasser,Kugelbrunnen,Q27230076
522,8.533234024,47.36350307,"E8°31'59.64","N47°21'48.61",523,165,öffentlicher Brunnen,1967,Quellwasser,,
523,8.568120182,47.35733259,"E8°34'5.232","N47°21'26.39",524,405,öffentlicher Brunnen,1933,Verteilnetz,,Q27229881
524,8.4757893,47.36793854,"E8°28'32.84","N47°22'4.578",525,796.1,privater Brunnen,,Quellwasser,beim Rastplatz,
525,8.53244651,47.36219251,"E8°31'56.80","N47°21'43.89",526,99,öffentlicher Brunnen,1887,Quellwasser,,
526,8.599224307,47.35417324,"E8°35'57.20","N47°21'15.02",527,1126,öffentlicher Brunnen,1987,Verteilnetz,,Q27229827
527,8.532772413,47.36117866,"E8°31'57.98","N47°21'40.24",528,6019,Notwasserbrunnen,1978,Quellwasser,,
528,8.600664765,47.3554834,"E8°36'2.393","N47°21'19.74",529,6028,Notwasserbrunnen,1980,Quellwasser,,
529,8.530436849,47.35186109,"E8°31'49.57","N47°21'6.699",530,123,öffentlicher Brunnen,1906,Verteilnetz,,Q27230191
530,8.563873175,47.35394982,"E8°33'49.94","N47°21'14.21",531,837,Brunnen mit eigener Versorgung,,Quellwasser,,
531,8.563609445,47.35390587,"E8°33'48.99","N47°21'14.06",532,836,Brunnen mit eigener Versorgung,,Quellwasser,,
532,8.555463588,47.35655207,"E8°33'19.66","N47°21'23.58",533,402,öffentlicher Brunnen,1929,Quellwasser,Anlage,Q27230205
533,8.526093905,47.35644784,"E8°31'33.93","N47°21'23.21",534,111,öffentlicher Brunnen,1892,Quellwasser,,Q27229669
534,8.526113696,47.35437031,"E8°31'34.00","N47°21'15.73",535,108,öffentlicher Brunnen,,Quellwasser,,
535,8.532888027,47.3548033,"E8°31'58.39","N47°21'17.29",536,139,öffentlicher Brunnen,1932,Quellwasser,,Q27229933
536,8.499978478,47.35960554,"E8°29'59.92","N47°21'34.57",537,953,öffentlicher Brunnen,1974,Verteilnetz,Friedhofeingang,
537,8.533024648,47.35634616,"E8°31'58.88","N47°21'22.84",538,1112.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Belvoirpark,
538,8.5330215,47.35615925,"E8°31'58.87","N47°21'22.17",539,1112.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Belvoirpark,
539,8.533091211,47.35588276,"E8°31'59.12","N47°21'21.17",540,1112.1,Brunnen in städtischer Liegenschaft,1986,Verteilnetz,Belvoirpark,Q27230014
540,8.549492206,47.35593846,"E8°32'58.17","N47°21'21.37",541,401,öffentlicher Brunnen,1929,Verteilnetz,Feldmannbrunnen,Q27230003
541,8.531988787,47.35632675,"E8°31'55.15","N47°21'22.77",542,146,öffentlicher Brunnen,1937,Quellwasser,Wartehalle,Q27230113
542,8.56416932,47.34926287,"E8°33'51.00","N47°20'57.34",543,932,öffentlicher Brunnen,,Verteilnetz,,
543,8.57286675,47.34886262,"E8°34'22.32","N47°20'55.90",544,368,öffentlicher Brunnen,1992,Quellwasser,Enzenried 1,
544,8.532612572,47.34315794,"E8°31'57.40","N47°20'35.36",545,947,privater Brunnen,,Quellwasser,Kirche,
545,8.533247322,47.34290094,"E8°31'59.69","N47°20'34.44",546,135,öffentlicher Brunnen,1929,Quellwasser,Blondatbrunnen,Q27229886
546,8.558705026,47.38393944,"E8°33'31.33","N47°23'2.181",547,1123,privater Brunnen,1986,Verteilnetz,,
547,8.497928562,47.34525057,"E8°29'52.54","N47°20'42.90",548,1153,Brunnen des Verschönerungsvereins,1991,Verteilnetz,Schutzhütte Annaburg,
548,8.499378046,47.34617304,"E8°29'57.76","N47°20'46.22",549,719,Brunnen des Verschönerungsvereins,,Verteilnetz,unterhalb Annaburg,
549,8.518362352,47.35494271,"E8°31'6.104","N47°21'17.79",550,179,öffentlicher Brunnen,1900,Verteilnetz,Feuerstelle ob Saalsporthalle,
550,8.535300993,47.34016275,"E8°32'7.083","N47°20'24.58",551,112,öffentlicher Brunnen,1896,Quellwasser,,
551,8.53544379,47.33927648,"E8°32'7.597","N47°20'21.39",552,542,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Kilchbergstrasse 50,
552,8.532159735,47.34603241,"E8°31'55.77","N47°20'45.71",553,116,öffentlicher Brunnen,1900,Quellwasser,,
553,8.533937713,47.34516411,"E8°32'2.175","N47°20'42.59",554,155,öffentlicher Brunnen,1943,Quellwasser,in Anlage,
554,8.532238112,47.34971132,"E8°31'56.05","N47°20'58.96",555,129,öffentlicher Brunnen,1926,Quellwasser,,Q27230062
555,8.534449793,47.34896094,"E8°32'4.019","N47°20'56.25",556,145,öffentlicher Brunnen,1935,Verteilnetz,ausserhalb Strandbad,Q27229954
556,8.532643395,47.34053407,"E8°31'57.51","N47°20'25.92",557,166,öffentlicher Brunnen,1968,Verteilnetz,beim  Kinderspielplatz,
557,8.532752066,47.34089779,"E8°31'57.90","N47°20'27.23",558,152,öffentlicher Brunnen,1941,Verteilnetz,Kirche Wollishofen,
558,8.561280557,47.40341325,"E8°33'40.61","N47°24'12.28",559,1042,privater Brunnen,1981,Verteilnetz,,
559,8.535191895,47.34367259,"E8°32'6.690","N47°20'37.22",560,149,öffentlicher Brunnen,1938,Verteilnetz,Bahnunterführung Wollishofen,Q27230155
560,8.535292117,47.33298983,"E8°32'7.051","N47°19'58.76",561,1125,öffentlicher Brunnen,1987,Verteilnetz,,
561,8.512313775,47.35149461,"E8°30'44.32","N47°21'5.380",562,555,Brunnen in städtischer Liegenschaft,,Quellwasser,Schiessplatz Albisgüetli,
562,8.50737712,47.35522862,"E8°30'26.55","N47°21'18.82",563,997,Brunnen in städtischer Liegenschaft,1976,Verteilnetz,Reservoir Frauental,
563,8.52888357,47.33981827,"E8°31'43.98","N47°20'23.34",564,143,öffentlicher Brunnen,1991,Verteilnetz,,
564,8.494399666,47.36079786,"E8°29'39.83","N47°21'38.87",565,1141,Brunnen des Verschönerungsvereins,1965,Quellwasser,Friesenberg,
565,8.510117003,47.39742931,"E8°30'36.42","N47°23'50.74",566,459,öffentlicher Brunnen,1934,Verteilnetz,,
566,8.529273677,47.3417387,"E8°31'45.38","N47°20'30.25",567,1060,öffentlicher Brunnen,1981,Verteilnetz,Pumpbrunnen,
567,8.525024916,47.39754689,"E8°31'30.08","N47°23'51.16",568,639.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,"Schulhaus Waidhalde, Turnhalle",
568,8.537208281,47.33812663,"E8°32'13.94","N47°20'17.25",569,778,Brunnen in städtischer Liegenschaft,,Quellwasser,"Ortsmuseum, Haus Sasella",
569,8.53543363,47.33182967,"E8°32'7.561","N47°19'54.58",570,142,öffentlicher Brunnen,1933,Verteilnetz,,Q27229836
570,8.524714767,47.33748645,"E8°31'28.97","N47°20'14.95",571,163,öffentlicher Brunnen,1964,Verteilnetz,Gustav Heinrich-Weg,
571,8.574355976,47.40293512,"E8°34'27.68","N47°24'10.56",572,955,privater Brunnen,,Verteilnetz,bei Kirchgemeindehaus,
572,8.565137923,47.40796615,"E8°33'54.49","N47°24'28.67",573,6077,Notwasserbrunnen,1997,Quellwasser,,
573,8.530178587,47.34144271,"E8°31'48.64","N47°20'29.19",574,162,öffentlicher Brunnen,1962,Verteilnetz,In der kleinen Anlage,
574,8.514173838,47.33635261,"E8°30'51.02","N47°20'10.86",575,157,öffentlicher Brunnen,1947,Quellwasser,am Waldrand oberhalb Nr. 74,
575,8.512882985,47.34043611,"E8°30'46.37","N47°20'25.56",576,720,öffentlicher Brunnen,1979,Verteilnetz,Auf dem Höckler,
576,8.528642631,47.41092194,"E8°31'43.11","N47°24'39.31",577,1033,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Schulschwimmanlage Kügeliloo,
577,8.512413677,47.33420642,"E8°30'44.68","N47°20'3.143",578,809,Brunnen mit eigener Versorgung,,Quellwasser,,
578,8.529784775,47.34418834,"E8°31'47.22","N47°20'39.07",579,144,öffentlicher Brunnen,1935,Verteilnetz,,Q27229951
579,8.550302605,47.40871697,"E8°33'1.089","N47°24'31.38",580,6079,Notwasserbrunnen,1998,Quellwasser,,
580,8.528720132,47.33502962,"E8°31'43.39","N47°20'6.106",581,768,privater Brunnen,1954,Verteilnetz,in der kleinen Grünanlage der ABZ,
581,8.536816001,47.38262593,"E8°32'12.53","N47°22'57.45",582,581,Brunnen in städtischer Liegenschaft,1934,Verteilnetz,Schulhaus,Q27229937
582,8.530942387,47.33007943,"E8°31'51.39","N47°19'48.28",583,950.1,Brunnen in städtischer Liegenschaft,1974,Verteilnetz,Trinkbrunnen SWW Moos,
583,8.530465918,47.33000564,"E8°31'49.67","N47°19'48.02",584,950.2,Brunnen in städtischer Liegenschaft,1974,Verteilnetz,Springbrunnen SWW Moos,
584,8.527814635,47.33743431,"E8°31'40.13","N47°20'14.76",585,538.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Entlisberg,
585,8.527115692,47.33787738,"E8°31'37.61","N47°20'16.35",586,538.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Entlisberg,
586,8.523412449,47.39486738,"E8°31'24.28","N47°23'41.52",587,451,öffentlicher Brunnen,1919,Quellwasser,Rationierungsbrunnen,Q27230134
