,X,Y,X_dms,Y-dms,primaryind,nummer,brunnenart,historisch,wasserart_,bezeichnun,qid
976,8.53549376,47.41897541,"E8°32'7.777","N47°25'8.311",977,691,Brunnen in städtischer Liegenschaft,1969,Verteilnetz,Schulhaus Staudenbühl,
977,8.526263449,47.35064747,"E8°31'34.54","N47°21'2.330",978,692,Brunnen in städtischer Liegenschaft,1969,Verteilnetz,Restaurant,
978,8.526699055,47.40584975,"E8°31'36.11","N47°24'21.05",979,694,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Krematorium,
979,8.504858591,47.34055768,"E8°30'17.49","N47°20'26.00",980,731,Brunnen mit eigener Versorgung,,Quellwasser,,
980,8.504121941,47.33686628,"E8°30'14.83","N47°20'12.71",981,732,Brunnen mit eigener Versorgung,,Quellwasser,,
981,8.545986977,47.37122977,"E8°32'45.55","N47°22'16.42",982,739,privater Brunnen,,Verteilnetz,,
982,8.548045267,47.37234989,"E8°32'52.96","N47°22'20.45",983,744,privater Brunnen,,Verteilnetz,,
983,8.569914128,47.4020273,"E8°34'11.69","N47°24'7.298",984,750,privater Brunnen,,Quellwasser,,
984,8.541158302,47.42060381,"E8°32'28.16","N47°25'14.17",985,757,privater Brunnen,1956,Verteilnetz,bei der Kirche,
985,8.53164382,47.33837571,"E8°31'53.91","N47°20'18.15",986,775,privater Brunnen,,Verteilnetz,ref. Altersheim,
986,8.534844528,47.36751859,"E8°32'5.440","N47°22'3.066",987,779,privater Brunnen,,Verteilnetz,,
987,8.533418347,47.3743681,"E8°32'0.306","N47°22'27.72",988,781.1,privater Brunnen,,Verteilnetz,Nr. I zwischen Gessneralle und Schanzengraben nördlich,
988,8.54632056,47.37500775,"E8°32'46.75","N47°22'30.02",989,786,privater Brunnen,,Verteilnetz,Im Hofe,
989,8.54654321,47.37538743,"E8°32'47.55","N47°22'31.39",990,787,privater Brunnen,1777,Verteilnetz,Im Hofe,
990,8.520912045,47.38078313,"E8°31'15.28","N47°22'50.81",991,790,privater Brunnen,,Verteilnetz,,
991,8.574896096,47.35254197,"E8°34'29.62","N47°21'9.151",992,795,privater Brunnen,,Verteilnetz,beim Studentenheim,
992,8.508634755,47.40859837,"E8°30'31.08","N47°24'30.95",993,798,privater Brunnen,,Verteilnetz,,
993,8.51583095,47.41267466,"E8°30'56.99","N47°24'45.62",994,799,privater Brunnen,,Verteilnetz,,
994,8.512944781,47.42161503,"E8°30'46.60","N47°25'17.81",995,800.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
995,8.512479705,47.42156522,"E8°30'44.92","N47°25'17.63",996,800.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
996,8.533583902,47.36660598,"E8°32'0.902","N47°21'59.78",997,801,privater Brunnen,,Verteilnetz,,
997,8.577406106,47.3507974,"E8°34'38.66","N47°21'2.870",998,802,privater Brunnen,,Verteilnetz,Verein Magdalenenheim,
998,8.505444458,47.32322612,"E8°30'19.60","N47°19'23.61",999,811,Brunnen mit eigener Versorgung,,Quellwasser,,
999,8.536005199,47.34227418,"E8°32'9.618","N47°20'32.18",1000,812,Brunnen mit eigener Versorgung,,Quellwasser,westlich Nr. 422 und 426,
1000,8.532675182,47.35389712,"E8°31'57.63","N47°21'14.02",1001,813,privater Brunnen,,Verteilnetz,,
1001,8.524492528,47.36964225,"E8°31'28.17","N47°22'10.71",1002,814,Brunnen in städtischer Liegenschaft,,Verteilnetz,Im Hofe der Brandwache,
1002,8.554766009,47.40044619,"E8°33'17.15","N47°24'1.606",1003,816,Brunnen mit eigener Versorgung,,Quellwasser,,
1003,8.596575758,47.35659626,"E8°35'47.67","N47°21'23.74",1004,821,Brunnen mit eigener Versorgung,,Quellwasser,,
1004,8.573175943,47.3724053,"E8°34'23.43","N47°22'20.65",1005,827,Brunnen mit eigener Versorgung,,Quellwasser,Mitte Grand Hotel,
1005,8.595798164,47.3578993,"E8°35'44.87","N47°21'28.43",1006,828,Brunnen mit eigener Versorgung,,Quellwasser,,
1006,8.577670734,47.35744433,"E8°34'39.61","N47°21'26.79",1007,832,Brunnen mit eigener Versorgung,,Quellwasser,,
1007,8.57977932,47.35671045,"E8°34'47.20","N47°21'24.15",1008,833,Brunnen mit eigener Versorgung,,Quellwasser,,
1008,8.564588694,47.3492856,"E8°33'52.51","N47°20'57.42",1009,839,privater Brunnen,,Verteilnetz,,
1009,8.482616679,47.38421243,"E8°28'57.42","N47°23'3.164",1010,843,privater Brunnen,,Verteilnetz,,
1010,8.500855165,47.39874425,"E8°30'3.078","N47°23'55.47",1011,848,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
1011,8.484701545,47.40388754,"E8°29'4.925","N47°24'13.99",1012,849,Brunnen in städtischer Liegenschaft,1730,Verteilnetz,,
1012,8.478582314,47.40854777,"E8°28'42.89","N47°24'30.77",1013,850,Brunnen mit eigener Versorgung,,Quellwasser,,
1013,8.504495485,47.39957927,"E8°30'16.18","N47°23'58.48",1014,856,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
1014,8.496668084,47.4040738,"E8°29'48.00","N47°24'14.66",1015,859,privater Brunnen,,Verteilnetz,,
1015,8.482505932,47.40876355,"E8°28'57.02","N47°24'31.54",1016,860,privater Brunnen,,Verteilnetz,,
1016,8.484839071,47.40946027,"E8°29'5.420","N47°24'34.05",1017,861,Brunnen mit eigener Versorgung,,Quellwasser,,
1017,8.480517421,47.41121959,"E8°28'49.86","N47°24'40.39",1018,863,Brunnen mit eigener Versorgung,1982,Quellwasser,,
1018,8.495039724,47.40345884,"E8°29'42.14","N47°24'12.45",1019,865,Brunnen mit eigener Versorgung,,Quellwasser,,
1019,8.512673485,47.3984628,"E8°30'45.62","N47°23'54.46",1020,868,privater Brunnen,,Quellwasser,,
1020,8.566313013,47.40241114,"E8°33'58.72","N47°24'8.680",1021,869.1,Brunnen mit eigener Versorgung,,Quellwasser,,
1021,8.566398624,47.40225832,"E8°33'59.03","N47°24'8.129",1022,869.2,Brunnen mit eigener Versorgung,,Quellwasser,,
1022,8.579033943,47.39814213,"E8°34'44.52","N47°23'53.31",1023,872,Brunnen mit eigener Versorgung,,Quellwasser,,
1023,8.519451452,47.42795155,"E8°31'10.02","N47°25'40.62",1024,873,Brunnen mit eigener Versorgung,,Quellwasser,,
1024,8.532785607,47.35119958,"E8°31'58.02","N47°21'4.318",1025,876,privater Brunnen,1803,Verteilnetz,,
1025,8.536074917,47.39233879,"E8°32'9.869","N47°23'32.41",1026,877,privater Brunnen,1973,Verteilnetz,Karlsbrunnen,
1026,8.512135619,47.41548945,"E8°30'43.68","N47°24'55.76",1027,902,privater Brunnen,,Verteilnetz,St. Katherina-Kirche,
1027,8.500539821,47.40133414,"E8°30'1.943","N47°24'4.802",1028,913,Brunnen in städtischer Liegenschaft,1989,Verteilnetz,,
1028,8.54910894,47.41429462,"E8°32'56.79","N47°24'51.46",1029,914,privater Brunnen,,Verteilnetz,,
1029,8.548789652,47.37241586,"E8°32'55.64","N47°22'20.69",1030,915,privater Brunnen,1170,Verteilnetz,Neptunbrunnen,
1030,8.546615876,47.42340663,"E8°32'47.81","N47°25'24.26",1031,916,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Tennisplatz,
1031,8.546188089,47.37030419,"E8°32'46.27","N47°22'13.09",1032,917,privater Brunnen,,Verteilnetz,,
1032,8.550852662,47.37450531,"E8°33'3.069","N47°22'28.21",1033,918.1,privater Brunnen,,Verteilnetz,Kantonsschul-Turnhalle,
1033,8.570614056,47.35861921,"E8°34'14.21","N47°21'31.02",1034,925,Brunnen in städtischer Liegenschaft,1863,Verteilnetz,bei Burgwies,
1034,8.580462861,47.40152178,"E8°34'49.66","N47°24'5.478",1035,928.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Stettbach,
1035,8.581655384,47.40086031,"E8°34'53.95","N47°24'3.097",1036,928.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Stettbach,
1036,8.549503476,47.39539166,"E8°32'58.21","N47°23'43.40",1037,930,privater Brunnen,,Verteilnetz,,
1037,8.551401456,47.36514891,"E8°33'5.045","N47°21'54.53",1038,934,Brunnen mit eigener Versorgung,,Quellwasser,,
1038,8.550267787,47.36764453,"E8°33'0.964","N47°22'3.520",1039,936.1,Brunnen mit eigener Versorgung,,Quellwasser,im Garten,
1039,8.550164478,47.36749549,"E8°33'0.592","N47°22'2.983",1040,936.2,Brunnen mit eigener Versorgung,,Quellwasser,im Garten,
1040,8.489000561,47.40445582,"E8°29'20.40","N47°24'16.04",1041,939,Brunnen in städtischer Liegenschaft,,Verteilnetz,Kindergarten,
1041,8.498005631,47.40173904,"E8°29'52.82","N47°24'6.260",1042,940,Brunnen mit eigener Versorgung,,Verteilnetz,,
1042,8.528750313,47.35200969,"E8°31'43.50","N47°21'7.234",1043,942,privater Brunnen,,Verteilnetz,"Im Hofe, Haus zur Asp",
1043,8.548063137,47.42412358,"E8°32'53.02","N47°25'26.84",1044,943.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Seebach,
1044,8.547965672,47.42341449,"E8°32'52.67","N47°25'24.29",1045,943.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Seebach,
1045,8.5473059,47.42358894,"E8°32'50.30","N47°25'24.92",1046,943.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Seebach,
1046,8.481876813,47.38745346,"E8°28'54.75","N47°23'14.83",1047,944,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus,
1047,8.48245566,47.38311442,"E8°28'56.84","N47°22'59.21",1048,946,privater Brunnen,,Verteilnetz,,
1048,8.527407163,47.39462548,"E8°31'38.66","N47°23'40.65",1049,948,privater Brunnen,,Verteilnetz,,
1049,8.543821701,47.4246117,"E8°32'37.75","N47°25'28.60",1050,949.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freizeitanlage,
1050,8.544685804,47.42441709,"E8°32'40.86","N47°25'27.90",1051,949.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freizeitanlage,
1051,8.529755493,47.34323126,"E8°31'47.11","N47°20'35.63",1052,958,privater Brunnen,,Verteilnetz,,
1052,8.504374487,47.36700172,"E8°30'15.74","N47°22'1.206",1053,959.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad und Freizeitanlage Heuried,
1053,8.505665399,47.36723301,"E8°30'20.39","N47°22'2.038",1054,959.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad und Freizeitanlage Heuried,
1054,8.505430827,47.36787678,"E8°30'19.55","N47°22'4.356",1055,959.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad und Freizeitanlage Heuried,
1055,8.514573409,47.37241801,"E8°30'52.46","N47°22'20.70",1056,963,privater Brunnen,,Verteilnetz,Kath. Schule,
1056,8.510519276,47.41402373,"E8°30'37.86","N47°24'50.48",1057,964,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus,
1057,8.499318955,47.40402005,"E8°29'57.54","N47°24'14.47",1058,965,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Vogtsrain,
1058,8.512861146,47.3581825,"E8°30'46.30","N47°21'29.45",1059,968,Brunnen in städtischer Liegenschaft,,Verteilnetz,Altersheim,
1059,8.54482232,47.37042708,"E8°32'41.36","N47°22'13.53",1060,969,privater Brunnen,1974,Quellwasser,,
1060,8.502816676,47.40108041,"E8°30'10.14","N47°24'3.889",1061,972,privater Brunnen,1975,Verteilnetz,Kath. Kirchgemeindehaus,
1061,8.473216656,47.37997046,"E8°28'23.57","N47°22'47.89",1062,974,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,beim Reservoir,
1062,8.524780081,47.40276665,"E8°31'29.20","N47°24'9.959",1063,976,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,bei Reservoir,
1063,8.526673622,47.33423981,"E8°31'36.02","N47°20'3.263",1064,977.1,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,"Krankenheim Entlisberg, beim Personalhaus",
1064,8.527664406,47.33421449,"E8°31'39.59","N47°20'3.172",1065,977.2,Brunnen in städtischer Liegenschaft,2004,Verteilnetz,"Krankenheim Entlisberg, beim Heimtrakt",
1065,8.51751855,47.33302553,"E8°31'3.066","N47°19'58.89",1066,978,privater Brunnen,1974,Verteilnetz,Kath.Kirchenstiftung Maria Hilf,
1066,8.516160644,47.32688062,"E8°30'58.17","N47°19'36.77",1067,979,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Schulhaus,
1067,8.507532589,47.4128616,"E8°30'27.11","N47°24'46.30",1068,981,privater Brunnen,1969,Verteilnetz,Verwaltungsgebäude,
1068,8.557415573,47.35722871,"E8°33'26.69","N47°21'26.02",1069,983.2,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,,
1069,8.557204224,47.35717517,"E8°33'25.93","N47°21'25.83",1070,983.1,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,,
1070,8.557720586,47.371648,"E8°33'27.79","N47°22'17.93",1071,985,privater Brunnen,1976,Quellwasser,bei Kinderspital,
1071,8.521944212,47.38536178,"E8°31'18.99","N47°23'7.302",1072,986.1,privater Brunnen,1975,Verteilnetz,,
1072,8.52190619,47.38503747,"E8°31'18.86","N47°23'6.134",1073,986.2,privater Brunnen,1975,Verteilnetz,,
1073,8.510757056,47.35365141,"E8°30'38.72","N47°21'13.14",1074,988,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Wohnüberbauung,
1074,8.504673499,47.36002189,"E8°30'16.82","N47°21'36.07",1075,991,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Schulhaus Borrweg,
1075,8.516962326,47.39929221,"E8°31'1.064","N47°23'57.45",1076,994,Brunnen in städtischer Liegenschaft,,Verteilnetz,Krankenheim Käferberg,
1076,8.593621085,47.39998326,"E8°35'37.03","N47°23'59.93",1077,995,Brunnen in städtischer Liegenschaft,1976,Verteilnetz,Krankenheim Mattenhof,
1077,8.515761382,47.36893156,"E8°30'56.74","N47°22'8.153",1078,999.1,privater Brunnen,1976,Verteilnetz,Schulhäuser,
1078,8.575652452,47.35865555,"E8°34'32.34","N47°21'31.15",1079,831,Brunnen mit eigener Versorgung,,Quellwasser,,
1079,8.528169937,47.37119777,"E8°31'41.41","N47°22'16.31",1080,214.2,öffentlicher Brunnen,,Quellwasser,Zierbrunnen,
1080,8.544348331,47.41059082,"E8°32'39.65","N47°24'38.12",1081,476.1,öffentlicher Brunnen,1977,Verteilnetz,Trinkbrunnen,
1081,8.548463566,47.3685891,"E8°32'54.46","N47°22'6.920",1082,516.2,privater Brunnen,1909,Verteilnetz,Höhere Töchterschule,
1082,8.537464393,47.34113426,"E8°32'14.87","N47°20'28.08",1083,544.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt Wollishofen,
1083,8.537566378,47.34092973,"E8°32'15.23","N47°20'27.34",1084,544.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt Wollishofen,
1084,8.503355758,47.36805654,"E8°30'12.08","N47°22'5.003",1085,563.2,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Küngenmatt,
1085,8.533481537,47.38343021,"E8°32'0.533","N47°23'0.348",1086,580.2,Brunnen in städtischer Liegenschaft,,Quellwasser,"Schulhaus Limmat, Im Hofe",
1086,8.540281989,47.38479414,"E8°32'25.01","N47°23'5.258",1087,587.1,Brunnen in städtischer Liegenschaft,,Quellwasser,Springbrunnen,Q27230035
1087,8.541313823,47.38447676,"E8°32'28.72","N47°23'4.116",1088,587.2,Brunnen in städtischer Liegenschaft,,Quellwasser,Springbrunnen,
1088,8.481568231,47.38015768,"E8°28'53.64","N47°22'48.56",1089,632.2,Brunnen in städtischer Liegenschaft,1955,Verteilnetz,Schulhaus Untermoos,
1089,8.541255046,47.40801709,"E8°32'28.51","N47°24'28.86",1090,653.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Gubel A und B,
1090,8.523153855,47.41165221,"E8°31'23.35","N47°24'41.94",1091,666.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Käferholz,
1091,8.528740659,47.41064729,"E8°31'43.46","N47°24'38.33",1092,675.1,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Kügeliloo,
1092,8.499225192,47.37921006,"E8°29'57.21","N47°22'45.15",1093,700.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Letzigraben,
1093,8.50013303,47.37947915,"E8°30'0.478","N47°22'46.12",1094,700.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Letzigraben,
1094,8.539883868,47.40436602,"E8°32'23.58","N47°24'15.71",1095,702.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Allenmoos,
1095,8.53893484,47.40400702,"E8°32'20.16","N47°24'14.42",1096,702.4,Brunnen in städtischer Liegenschaft,,Verteilnetz,Freibad Allenmoos,
1096,8.570533313,47.40837764,"E8°34'13.91","N47°24'30.15",1097,703.1,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Freibad Auhof,
1097,8.570472259,47.40781033,"E8°34'13.70","N47°24'28.11",1098,703.5,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Freibad Auhof,
1098,8.516446198,47.36853776,"E8°30'59.20","N47°22'6.735",1099,999.2,privater Brunnen,1976,Verteilnetz,Kantonsschule Bühl B,
1099,8.503694244,47.39417144,"E8°30'13.29","N47°23'39.01",1100,1014.1,Brunnen in städtischer Liegenschaft,1982,Verteilnetz,Tramstation Hardturm,Q27230053
1100,8.602092367,47.36275519,"E8°36'7.532","N47°21'45.91",1101,1057.1,Brunnen in städtischer Liegenschaft,1981,Verteilnetz,beim Friedhof,
1101,8.537174836,47.37918756,"E8°32'13.82","N47°22'45.07",1102,1183.1,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
1102,8.537894967,47.37787142,"E8°32'16.42","N47°22'40.33",1103,1183.16,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
1103,8.53810335,47.37795148,"E8°32'17.17","N47°22'40.62",1104,1183.14,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
1104,8.540457986,47.37550721,"E8°32'25.64","N47°22'31.82",1105,1249.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V,
1105,8.540480917,47.37548521,"E8°32'25.73","N47°22'31.74",1106,1249.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V,
1106,8.540504244,47.37546316,"E8°32'25.81","N47°22'31.66",1107,1249.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V,
1107,8.540527569,47.37544168,"E8°32'25.89","N47°22'31.59",1108,1249.4,Brunnen in städtischer Liegenschaft,,Verteilnetz,Amtshaus V,
1108,8.535384571,47.38253163,"E8°32'7.384","N47°22'57.11",1109,252.1,öffentlicher Brunnen,1930,Quellwasser,Springbrunnen,
1109,8.552156876,47.3701049,"E8°33'7.764","N47°22'12.37",1110,337,öffentlicher Brunnen,1910,Quellwasser,,Q27229896
1110,8.538686555,47.3919982,"E8°32'19.27","N47°23'31.19",1111,1220,öffentlicher Brunnen,2002,Verteilnetz,Schaffhauserstrasse vor 57,Q27229887
1111,8.525262846,47.37867386,"E8°31'30.94","N47°22'43.22",1112,238,öffentlicher Brunnen,1940,Quellwasser,vor dem Schulhaus Hohlstrasse,
1112,8.57389663,47.38511214,"E8°34'26.02","N47°23'6.403",1113,758.1,privater Brunnen,1958,Verteilnetz,im Areal des Zoos,
1113,8.573263541,47.38692424,"E8°34'23.74","N47°23'12.92",1114,758.2,privater Brunnen,1958,Verteilnetz,im Areal des Zoos,
1114,8.574564129,47.38662505,"E8°34'28.43","N47°23'11.85",1115,758.3,privater Brunnen,1958,Verteilnetz,im Areal des Zoos,
1115,8.574499861,47.38637944,"E8°34'28.19","N47°23'10.96",1116,758.4,privater Brunnen,,,,
1116,8.57446896,47.38628187,"E8°34'28.08","N47°23'10.61",1117,758.5,privater Brunnen,,,,
1117,8.517959846,47.39984026,"E8°31'4.655","N47°23'59.42",1118,1075,Brunnen in städtischer Liegenschaft,,Verteilnetz,oberhalb Stadtspital Waid,
1118,8.512324431,47.38176265,"E8°30'44.36","N47°22'54.34",1119,1250,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,Berufswahlschule Hardau,
1119,8.488141519,47.39130544,"E8°29'17.30","N47°23'28.69",1120,1251,öffentlicher Brunnen,2005,Quellwasser,Wassermauer,
1120,8.538986247,47.37333468,"E8°32'20.35","N47°22'24.00",1121,759.1,privater Brunnen,1777,Quellwasser,,
1121,8.52760443,47.34122064,"E8°31'39.37","N47°20'28.39",1122,6084,Notwasserbrunnen,2006,Quellwasser,,
1122,8.489646853,47.39928453,"E8°29'22.72","N47°23'57.42",1123,1133,Brunnen in städtischer Liegenschaft,1988,Verteilnetz,,Q27229865
1123,8.471308492,47.39848818,"E8°28'16.71","N47°23'54.55",1124,1103,Brunnen in städtischer Liegenschaft,1985,Verteilnetz,Gutsbetrieb,
1124,8.496415129,47.398247,"E8°29'47.09","N47°23'53.68",1125,1024,Brunnen in städtischer Liegenschaft,1978,Verteilnetz,"Nordseite, Röhrenbrunnen",
1125,8.498051118,47.39647728,"E8°29'52.98","N47°23'47.31",1126,1070,öffentlicher Brunnen,1982,Grundwasser,bei Garderobengebäude,
1126,8.595801538,47.36099647,"E8°35'44.88","N47°21'39.58",1127,610.2,Brunnen in städtischer Liegenschaft,1967,Verteilnetz,Schulhaus Looren A,
1127,8.568021078,47.34918483,"E8°34'4.875","N47°20'57.06",1128,747,privater Brunnen,,Verteilnetz,,
1128,8.6025711,47.36231594,"E8°36'9.255","N47°21'44.33",1129,1057.2,Brunnen in städtischer Liegenschaft,1981,Verteilnetz,beim Friedhof,
1129,8.508722805,47.37309919,"E8°30'31.40","N47°22'23.15",1130,1104,Brunnen in städtischer Liegenschaft,1985,Verteilnetz,Friedhof Sihlfeld,
1130,8.501705482,47.37578919,"E8°30'6.139","N47°22'32.84",1131,1232.1,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,hinter Gutstrasse 212,
1131,8.501808153,47.37560951,"E8°30'6.509","N47°22'32.19",1132,1232.2,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,hinter Gutstrasse 212,
1132,8.503865325,47.37696432,"E8°30'13.91","N47°22'37.07",1133,554.1,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D,
1133,8.504574872,47.37654748,"E8°30'16.46","N47°22'35.57",1134,554.4,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D,
1134,8.505081269,47.37695583,"E8°30'18.29","N47°22'37.04",1135,554.2,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D,
1135,8.506244417,47.37692491,"E8°30'22.47","N47°22'36.92",1136,554.3,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D,
1136,8.505777906,47.37655476,"E8°30'20.80","N47°22'35.59",1137,554.5,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D,
1137,8.505272087,47.37614627,"E8°30'18.97","N47°22'34.12",1138,554.6,Brunnen in städtischer Liegenschaft,1933,Verteilnetz,Friedhof Sihlfeld D,
1138,8.508492026,47.3768646,"E8°30'30.57","N47°22'36.71",1139,553,Brunnen in städtischer Liegenschaft,1912,Verteilnetz,Friedhof Sihlfeld B,
1139,8.572094315,47.38343362,"E8°34'19.53","N47°23'0.361",1140,606.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Fluntern,
1140,8.508764406,47.42446857,"E8°30'31.55","N47°25'28.08",1141,671.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Affoltern,
1141,8.575309351,47.40266767,"E8°34'31.11","N47°24'9.603",1142,683.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Schwamendingen,
1142,8.543061503,47.4170537,"E8°32'35.02","N47°25'1.393",1143,6078,Notwasserbrunnen,1998,Quellwasser,,
1143,8.550804835,47.36635435,"E8°33'2.897","N47°21'58.87",1144,1200,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
1144,8.486924742,47.40808681,"E8°29'12.92","N47°24'29.11",1145,1201.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Riedenhalden,
1145,8.486755094,47.4078878,"E8°29'12.31","N47°24'28.39",1146,1201.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Riedenhalden,
1146,8.546781028,47.36994187,"E8°32'48.41","N47°22'11.79",1147,1203,Brunnen in städtischer Liegenschaft,1913,Quellwasser,Villa Tobler,
1147,8.546385198,47.37023885,"E8°32'46.98","N47°22'12.85",1148,1204,Brunnen in städtischer Liegenschaft,1913,Quellwasser,Villa Tobler,Q27230144
1148,8.537214741,47.41492716,"E8°32'13.97","N47°24'53.73",1149,1206,öffentlicher Brunnen,2001,Quellwasser,Wasserbalken,
1149,8.536715322,47.41455527,"E8°32'12.17","N47°24'52.39",1150,1207,öffentlicher Brunnen,2001,Quellwasser,Trinkbrunnen Modell Bracher,
1150,8.5391331,47.41489832,"E8°32'20.87","N47°24'53.63",1151,1208,öffentlicher Brunnen,2001,Quellwasser,Trinkbrunnen Modell Bracher,
1151,8.504059661,47.37216614,"E8°30'14.61","N47°22'19.79",1152,1212,Brunnen in städtischer Liegenschaft,2001,Verteilnetz,Schulhaus Im Gut,
1152,8.530410837,47.3595154,"E8°31'49.47","N47°21'34.25",1153,1213,Brunnen in städtischer Liegenschaft,2001,Verteilnetz,Villa Schönberg,
1153,8.486989145,47.37426911,"E8°29'13.16","N47°22'27.36",1154,1223,privater Brunnen,2003,Verteilnetz,,
1154,8.539989018,47.3771741,"E8°32'23.96","N47°22'37.82",1155,1230,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,Bahnhofpassage 1,Q27229673
1155,8.525904517,47.3648467,"E8°31'33.25","N47°21'53.44",1156,1237,Brunnen mit eigener Versorgung,2004,Grundwasser,Aqui-Brunnen,
1156,8.526791512,47.36651469,"E8°31'36.44","N47°21'59.45",1157,1239,Brunnen mit eigener Versorgung,2004,Grundwasser,,
1157,8.535365221,47.37051692,"E8°32'7.314","N47°22'13.86",1158,1241,privater Brunnen,2005,Verteilnetz,Hochhaus zur Schanze,
1158,8.52070497,47.36836219,"E8°31'14.53","N47°22'6.103",1159,1242,Brunnen in städtischer Liegenschaft,2004,Verteilnetz,Heilpädagogische Hilfsschule,
1159,8.540763728,47.41606873,"E8°32'26.74","N47°24'57.84",1160,1244,öffentlicher Brunnen,2005,Quellwasser,Trinkbrunnen. Ruedi Walterstrasse gegenüber 4,
1160,8.54118606,47.41510712,"E8°32'28.26","N47°24'54.38",1161,1245,öffentlicher Brunnen,2005,Quellwasser,Planschbecken. Ruedi Walterstrasse gegenüber 4,Q27229873
1161,8.540263118,47.4162144,"E8°32'24.94","N47°24'58.37",1162,1247,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,"Margrit Rainerstr. 6/8, Ellen Widmanweg 20",
1162,8.539640956,47.41524977,"E8°32'22.70","N47°24'54.89",1163,1248,Brunnen in städtischer Liegenschaft,2005,Verteilnetz,Schulhaus Im Birch,
1163,8.529967282,47.40535802,"E8°31'47.88","N47°24'19.28",1164,585.5,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim,
1164,8.528471744,47.40759489,"E8°31'42.49","N47°24'27.34",1165,585.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Friedhof Nordheim,
